,fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified,tweets_en
3604,Dr. Ali Beddouche 🇲🇦,1720247034224034048,3,1,0,3,Palestine,"Un demi million de manifestants dans les rues de #TelAviv pour demander l'arrêt de la guerre et la demission de Netanyahu...

Et chez nous on en parle pas 🧐
#gaza #Israel #Palestine",2023-11-03T01:10:00.000Z,@dralibeddouche,False,"Half a million demonstrators in the streets of #TelAviv to demand an end to the war and the resignation of Netanyahu...

And at home we don't talk about it 🧐
#gaza #Israel #Palestine"
3605,Skeptical 🇲🇦 🇵🇸,1715782596276244885,41,4,5,26,Palestine,"Je ne peux soutenir un État colonialiste

Les juifs ont leur place en Palestine, tout comme les chrétiens et les musulmans

L'État d'Israël en revanche n'a absolument rien n'a faire là",2023-10-21T17:30:00.000Z,@centuriesoflies,False,"I cannot support a colonialist state

Jews have their place in Palestine, just like Christians and Muslims

The State of Israel, on the other hand, has absolutely nothing to do there."
3606,Peace 🕊️,1720318179610710510,0,0,1,1,Palestine,"Desperate Palestinian 🇯🇴 father searches for his children among the rubble of his house, which has been bombed by lsraeli warplanes during a heavy air attack on Bureij camp, Gaza.

#Palestine #غزة_تنتصر #GazaGenocide
#Gaza #مترك_المسردي #ابو_عبيدة #Israel#مترك_المسردي",2023-11-03T05:53:00.000Z,@HomoSap96578730,False,"Desperate Palestinian 🇯🇴 father searches for his children among the rubble of his house, which was bombed by lsraeli warplanes during a heavy air attack on Bureij camp, Gaza.

#Palestine #Gaza_Triumphs #GazaGenocide
#Gaza #Mutrik_Al-Musardi #Abu_Ubaida #Israel"
3607,AJ+,1719928065709531508,3232,45,58,2298,Palestine,These Palestinians are using social media to break through Israel’s communication blockade and document the horrors of Israeli airstrikes in Gaza.,2023-11-02T04:03:00.000Z,@ajplus,False,These Palestinians are using social media to break through Israel’s communication blockade and document the horrors of Israeli airstrikes in Gaza.
3608,Asad Gokal,1720149156453666885,57,0,1,28,Palestine,"Banned Sipah Sahaba leader Eid Nazar Farooqui has invited all militants, who wishes to fight in Palestine, to gather in Parachinar and wipe out Shias. He's still roaming at large. Parachinar needs your voice. Dont forget to echo the voice of oppressed of your own country too. 3/3",2023-11-02T18:41:00.000Z,@asadgokal,False,"Banned Sipah Sahaba leader Eid Nazar Farooqui has invited all militants, who wishes to fight in Palestine, to gather in Parachinar and wipe out Shias. He's still roaming at large. Parachinar needs your voice. Dont forget to echo the voice of oppressed of your own country too. 3/3"
3609,The International Times✴️,1720225353115832643,28,0,7,21,Palestine,"🚨 BREAKING|| ⚡Brave People's of Gaza : 
Under the shadow of Rockets they are having lunch 
If there were Israelis they would be crying and running out of fear.

#Ciaran #StormCiaran #قرعة_كاس_الملك #INDvSL #FortniteOG    #غزة_تنتصر #呪術廻戦    #ابو_عبيدة #Palestine #ViratKohli𓃵 #Starlinkforgaza #Siraj #ImranKhan",2023-11-02T23:44:00.000Z,@TIMES_INT,True,"🚨 BREAKING|| ⚡Brave People's Of Gaza :
They are having lunch in the shadow of Rockets
If there were Israelis they would be crying and running out of fear.

#Ciaran #StormCiaran #King_Cup_Lottery #INDvSL #FortniteOG #Gaza_Tantisr #Abu_Obaida #Palestine #ViratKohli𓃵 #Starlinkforgaza #Siraj #ImranKhan"
3610,🇵🇸🇧🇩 সব নিপীড়িত মানুষের মুক্তি Ujala/নিশিথিনী,1719851971622957341,13724,80,11,11065,Palestine,"Please actually LISTEN TO THE BDS MOVEMENT ORGANISERS. Stop doing free for all when it comes to doing boycotts. To have a effective and productive boycott, you must realise it’s going to take TIME. Stop going for multiple companies at a time, go for the one’s most complicit. 1/2",2023-11-01T23:00:00.000Z,@shimmeringolds,False,"Please actually LISTEN TO THE BDS MOVEMENT ORGANISERS. Stop doing free for all when it comes to doing boycotts. To have a effective and productive boycott, you must realise it’s going to take TIME. Stop going for multiple companies at a time, go for the one’s most complicit. 1/2"
3611,Mori,1720316584772968725,7,0,0,3,Palestine,"I will talk and RT a lot about Palestine, if you feel uncomfortable with what I do, please turn off the retweet, or BUB. Or you can just block me if you're really not happy with what I'm doing. But I really hope you all don't stop TALKING about what's happening in palestine.",2023-11-03T05:46:00.000Z,@MoriMaruu41,False,"I will talk and RT a lot about Palestine, if you feel uncomfortable with what I do, please turn off the retweet, or BUB. Or you can just block me if you're really not happy with what I'm doing. But I really hope you all don't stop TALKING about what's happening in palestine."
3612,Lance Roberts,1720029829532090522,50,2,6,11,Israel,"This is interesting. The U.S. has some of the biggest companies in the world spending billions in R&D. However, the U.S. is way down the list of countries spending on R&D, with #Israel holding the top spot.",2023-11-02T10:47:00.000Z,@LanceRoberts,True,"This is interesting. The U.S. has some of the biggest companies in the world spending billions in R&D. However, the U.S. is way down the list of countries spending on R&D, with #Israel holding the top spot."
3613,Biazita Gomes,1720221075097678107,875,0,45,92,Israel,"A CNN dando espaço para aquele professor de extrema direita ( que começa com H) que coloca o hezbollah como se fosse um grupo fraco de bárbaros perdidos e desequilibrados. 
De acordo com ele a Russia vai fornecer armas para  o grupo wagner que vai atacar Israel...
 Olha a CNN brasil tá disputando com a joven pan o lugar de mídia de extrema direita repleta de desinformação",2023-11-02T23:27:00.000Z,@biazitagomes,False,"CNN giving space to that far-right professor (who starts with H) who portrays Hezbollah as if it were a weak group of lost and unbalanced barbarians.
According to him, Russia will supply weapons to the Wagner group that will attack Israel...
 Look, CNN Brazil is competing with Joven Pan for the position of far-right media full of misinformation"
3614,dnt,1720318448591630752,0,0,0,0,Israel,"israel ini udh keterlaluan bgt yaa,hatinya udh ketutup bgtt",2023-11-03T05:54:00.000Z,@sunflowerdnt,False,"Israel has really gone too far, his heart has really closed"
3615,#كابتن_غازي_عبداللطيف,1720202814410870818,57,4,6,38,Israel,"فقد بنته 
الصهاينه خايفين من اطفال فلسطين

 #ابو_عبيده #غزه_تنتصر #Israel",2023-11-02T22:14:00.000Z,@CaptainGhazi,True,"He lost his daughter
The Zionists are afraid of the children of Palestine

 #Abu_Ubaida #Gaza_Triumphs #Israel"
3616,Jake Shields,1720297313330250124,1107,9,168,262,Israel,"Today republicans in the House of Representatives passed 15 billion in emergency aid for Israel but not a dollar  for our own border 

It's clear our representatives do not serve the interests of the American people",2023-11-03T04:30:00.000Z,@jakeshieldsajj,True,"Today republicans in the House of Representatives passed 15 billion in emergency aid for Israel but not a dollar  for our own border 

It's clear our representatives do not serve the interests of the American people"
3617,TRT World,1720088079363649773,1502,79,54,1345,Gaza,"“We did nothing wrong!”

A Palestinian boy broke down in tears at the UNRWA-sponsored Abu Hussein school sheltering displaced people after an Israeli strike hit Gaza’s Jabalia refugee camp on November 2, killing an unspecified number of civilians",2023-11-02T14:38:00.000Z,@trtworld,False,"“We did nothing wrong!”

A Palestinian boy broke down in tears at the UNRWA-sponsored Abu Hussein school sheltering displaced people after an Israeli strike hit Gaza’s Jabalia refugee camp on November 2, killing an unspecified number of civilians"
3618,Palestina Hoy,1720088359304130590,599,18,37,520,Gaza,"URGENTE: Violentos bombardeos israelíes en Tal Al Hawa, en la Franja de Gaza.",2023-11-02T14:39:00.000Z,@HoyPalestina,True,"URGENT: Violent Israeli bombings in Tal Al Hawa, in the Gaza Strip."
3619,Fakhri,1719501114847240400,5403,167,49,8807,Israel,"Pengeboman Jibiliya: Apa yang Kita Tahu?

Sangat dahsyat pengeboman ke atas Kem Jibiliya semalam. 

Kawasan yang sangat padat dengan penduduk ini rata dibom dengan 6 bom yang setiap satunya seberat 1 tan.

Ini beberapa laporan tentang pengeboman ini:

1) Israel mendakwa menyasarkan SEORANG PEMIMPIN HAMAS yang tinggal di kawasan ini. 

Gila ke kalau sasarkan seorang, kenapa bom seluruh kawasan?!

2) Jenis bom yang digunakan oleh Israel tidak diketahui.

Menurut doktor-doktor yang merawat, mereka lihat kesan kecederaan yang pelik. 

Mayat-mayat yang dikeluarkan terpotong anggota badan mereka atau cedera di kepala. 

Dalam banyak kes, jika doktor cuba hentikan pendarahan orang yang cedera, arteri orang yang cedera itu akan meletup.

3) 18 orang ahli keluarga seorang broascast engineer al-Jazeera, Muhammad Abu al-Qumsan telah terkorban syahid.

4) Israel meratakan kawasan perumahan di Jabaliya seluas ini:",2023-10-31T23:46:00.000Z,@fakhrifadzli,True,"The Jibiliya Bombing: What Do We Know?

The bombing of Camp Jibiliya yesterday was terrible.

This densely populated area was bombed with 6 bombs each weighing 1 ton.

Here are some reports about this bombing:

1) Israel claims to be targeting a HAMAS LEADER who lives in this area.

It's crazy if you target one person, why bomb the whole area?!

2) The type of bomb used by Israel is unknown.

According to the treating doctors, they saw strange injuries.

The bodies that were removed had their limbs cut off or were injured in the head.

In many cases, if the doctor tries to stop the bleeding of the injured person, the injured person's artery will burst.

3) 18 family members of an al-Jazeera broadcast engineer, Muhammad Abu al-Qumsan, were martyred.

4) Israel leveled the residential area in Jabaliya to this extent:"
3620,خالد ۔۔𓂆,1720318447392002440,1,0,1,0,Israel,This dish is as true as Israel,2023-11-03T05:54:00.000Z,@Qalb_Of_Momin,False,This dish is as true as Israel
3621,Jonathan Serero,1720121253632045459,256,2,16,96,Israel,"🔴 ISRAEL EN GUERRE: Le chef d'État Major de Tsahal Herzl Halévy: ""Nous luttons au nom du caractère sacré de la vie, contre un ennemi qui a gravé la mort et la destruction sur son drapeau.
Nous luttons pour notre droit, et pour la survi des générations futures, pour que ces générations puissent vivre ici en sécurité et continuer de faire prospérer notre patrie.  C'est notre maison, nous n'avons pas d'autre maison.""",2023-11-02T16:50:00.000Z,@sererojonathan,True,"🔴 ISRAEL AT WAR: IDF Chief of Staff Herzl Halévy: “We are fighting in the name of the sanctity of life, against an enemy who has engraved death and destruction on its flag.
We are fighting for our rights, and for the survival of future generations, so that these generations can live here in security and continue to make our homeland prosper. This is our house, we have no other house.”"
3622,d243,1720318446293188715,0,0,0,0,Israel,Agreed because she is talking about Israel. Not Jews. Same way I can say 'America is f***ed' but not mean - 'Americans are f***ed'. See.,2023-11-03T05:54:00.000Z,@rb382668,False,Agreed because she is talking about Israel. Not Jews. Same way I can say 'America is f***ed' but not mean - 'Americans are f***ed'. See.
3623,Kavish Aziz,1720121120035422454,1836,24,47,765,Gaza,This is happening in gaza,2023-11-02T16:50:00.000Z,@azizkavish,True,This is happening in gaza
3624,Achadpeace,1720318409462915537,0,0,0,0,Gaza,@SecBlinken that is NOT Gaza. “Pause” will not work,2023-11-03T05:54:00.000Z,@Achadpeace,True,@SecBlinken that is NOT Gaza. “Pause” will not work
3625,Khaled Beydoun,1720117313301541312,5749,110,207,2726,Gaza,"Dear Lionel Messi, 

This Palestinian child is a fan, and just barely survived a bombing in Gaza.  Does his life matter?",2023-11-02T16:35:00.000Z,@KhaledBeydoun,True,"Dear Lionel Messi, 

This Palestinian child is a fan, and just barely survived a bombing in Gaza.  Does his life matter?"
3626,ياسين سالم,1720305947652817088,19,0,4,15,Gaza,"حرية الإعلام الامريكي والغربي بلسان مواطن امريكي 🇺🇸 #انشروا 
#GazaGenocide #Gaza #اسرائيل_إرهابية #غزة_الآن #فلسطين_الان #فلسطين_تقاوم #ابو_عبيدة #غزة_تنتصر  ✌️🇵🇸#الحملة_السعودية_لإغاثة_فلسطين",2023-11-03T05:04:00.000Z,@Yaseensaz1,False,"Freedom of the American and Western media in the words of an American citizen 🇺🇸 #Spread
#GazaGenocide #Gaza #Israel_is_terrorist #Gaza_now #Palestine_now #Palestine_is_resisting #Abu_Ubaida #Gaza_is_victorious ✌️🇵🇸 #Saudi_Campaign_for_Palestine_Relief"
3627,Nina DN ❤️🇨🇳,1720172055419662786,512,7,23,153,Gaza,"Xinjiang has 24,400 mosques, one mosque for every 530 Muslims on average, more mosques per capita than many Muslim countries. Since Oct 7, Israel has destroyed 47 mosques in Gaza. The West: ""CPC is erasing mosques in Xinjiang."" Lol",2023-11-02T20:12:00.000Z,@ninadn21,False,"Xinjiang has 24,400 mosques, one mosque for every 530 Muslims on average, more mosques per capita than many Muslim countries. Since Oct 7, Israel has destroyed 47 mosques in Gaza. The West: ""CPC is erasing mosques in Xinjiang."" Lol"
3628,Ania Lewandovska,1720113432387621255,1907,357,409,1971,Gaza,"The ""Israeli"" public opinion on what should be done in #Gaza. 
""Lets organise Tomorrowland there""... to dance over Palestinian dead bodies that we are currently slaughtering! 
Disgusting! 
#Gaza_Genocide 
#IsraeliNewNazism",2023-11-02T16:19:00.000Z,@Anna_AnninaEl,False,"The ""Israeli"" public opinion on what should be done in #Gaza. 
""Lets organise Tomorrowland there""... to dance over Palestinian dead bodies that we are currently slaughtering! 
Disgusting! 
#Gaza_Genocide 
#IsraeliNewNazism"
3629,Paco Arnau,1720102522919022719,245,23,20,265,Israel,"Israel, el fascismo cotidiano.",2023-11-02T15:36:00.000Z,@ciudadfutura,False,"Israel, everyday fascism."
3630,The Saviour,1720204435253600633,796,19,50,522,Israel,🇮🇱 What did these INNOCENT CIVILIANS do to deserve this?! @Israel,2023-11-02T22:21:00.000Z,@stairwayto3dom,True,🇮🇱 What did these INNOCENT CIVILIANS do to deserve this?! @Israel
3631,CapJempol 77,1719314819185246251,22296,2612,1197,28291,Israel,"☝️ polisi Israel mencekik seorang anak Palestina sampai mati pada  Sabtu lalu di kedutaan AS di Jerusalem. Anak Palestina itu
mengucap  Kalimat Syahadat sebelum
meninggal dunia.
, video ini
telah secara sistematik
dibuang dan dibuang
dari google, Facebook, dan
YouTube.",2023-10-31T11:26:00.000Z,@RompalMat50697,False,"☝️ Israeli police strangled a Palestinian child to death last Saturday at the US embassy in Jerusalem. The Palestinian child
recite the Creed before
die.
, this video
has been done systematically
thrown away and thrown away
from Google, Facebook, and
YouTube."
3632,Sulaiman Ahmed,1720183498697224363,3392,156,345,2211,Israel,"ISRAELI IOF ABDUCT A CHILD - A FATHER IS STOOD HELPLESS

ISRAEL IS A TERRORIST STATE",2023-11-02T20:58:00.000Z,@ShaykhSulaiman,True,"ISRAELI IOF ABDUCT A CHILD - A FATHER IS STOOD HELPLESS

ISRAEL IS A TERRORIST STATE"
3633,Hurt CoPain,1720055599373660554,294326,523,748,52165,Palestine,this you?,2023-11-02T12:29:00.000Z,@SaeedDiCaprio,True,this you?
3634,x,1720318176989159868,1,0,1,0,Palestine,still waiting for Pro- Palestine supporters to condemn Hamas,2023-11-03T05:53:00.000Z,@Hadassxh,False,still waiting for Pro- Palestine supporters to condemn Hamas
3635,CJ Werleman,1719904699082813909,8666,91,324,4209,Palestine,"No Muslim majority country has betrayed more Muslim liberation causes than the UAE! 

It sides with Israel over Palestine; India over Kashmir; China over East Turkestan; and while fueling civil war in Libya, Yemen, and Somalia.",2023-11-02T02:30:00.000Z,@cjwerleman,True,"No Muslim majority country has betrayed more Muslim liberation causes than the UAE! 

It sides with Israel over Palestine; India over Kashmir; China over East Turkestan; and while fueling civil war in Libya, Yemen, and Somalia."
3636,The Pakistan Telegraph,1720318175785390349,3,0,0,0,Palestine,"🇮🇱🇵🇸 Just IN:— A Hamas fighter destroyed 2 Merkava tanks. 

#Gaza #Palestine #GazaGenocide #Hezbollah #غزه_مقبرة_الغزاة #غزة_تنتصر #ابو_عبيدة #حزب_الله #Israel #FreePalestineNow",2023-11-03T05:53:00.000Z,@TelegraphPak,True,"🇮🇱🇵🇸 Just IN:— A Hamas fighter destroyed 2 Merkava tanks.

#Gaza #Palestine #GazaGenocide #Hezbollah #Gaza_Cemetery_of_Invaders #Gaza_Triumphs #Abu_Ubaida #Hezbollah #Israel #FreePalestineNow"
3637,۟,1720257401893367984,9274,79,41,2921,Palestine,"No disrespect to any other kpop-soloists but NOBODY is ever touching any of the Bts solo projects, EVER. The diversity of music within all of the members is so wild to me genuinely 😭 like I’m sorry no kpop soloist is truly doing it like any of the  BTS members",2023-11-03T01:51:00.000Z,@sircumplz,False,"No disrespect to any other kpop-soloists but NOBODY is ever touching any of the Bts solo projects, EVER. The diversity of music within all of the members is so wild to me genuinely 😭 like I’m sorry no kpop soloist is truly doing it like any of the  BTS members"
3638,Habib Naser,1720318407126745523,0,0,0,0,Gaza,Joos are committing #Genocide_in_Gaza,2023-11-03T05:54:00.000Z,@HabibNasher,True,Joos are committing #Genocide_in_Gaza
3639,Firing Line with Margaret Hoover,1719856338774159541,116,1,2,32,Gaza,"""The conflict in Ukraine and the conflict in the Middle East are deeply connected.""

Kimberly Kagan, president of the Institute for @TheStudyofWar, discusses the wars in Ukraine and Gaza--and why both should matter to the U.S.

FRIDAY @PBS

Local listings: to.pbs.org/39hI6Tf",2023-11-01T23:17:00.000Z,@FiringLineShow,False,"""The conflict in Ukraine and the conflict in the Middle East are deeply connected.""

Kimberly Kagan, president of the Institute for @TheStudyofWar, discusses the wars in Ukraine and Gaza--and why both should matter to the U.S.

FRIDAY @PBS

Local listings: to.pbs.org/39hI6Tf"
3640,Hilal Asyraf,1719629404564037973,3605,14,1,4892,Gaza,"Rupanya dah hampir 1 bulan berlalu ya. Kita rasa masa berjalan pantas sebab kita dalam keadaan selesa dan aman. 

Bagaimana agaknya mereka yang melalui detik demi detik di Palestin, di Gaza.

Moga Allah menangkan saudara-saudara kita di sana.

Moga Allah lemaskan Israel sebagaimana Allah lemaskan Firaun. Moga Allah musnahkan Israel sebagaimana Allah musnahkan Tentera Bergajah.
Moga Allah tewaskan Israel dan kuncu-kuncunya sebagaimana Allah tumbangkan Jalut & tenteranya.",2023-11-01T08:16:00.000Z,@HilalAsyraf,True,"Apparently, almost 1 month has passed. We feel that time goes by fast because we are comfortable and safe.

How about those who go through moment by moment in Palestine, in Gaza.

May God win our brothers there.

May God drown Israel as God drowned Pharaoh. May God destroy Israel as God destroyed the Elephant Army.
May God defeat Israel and its allies just as God defeated Jalut and his army."
3641,Harbinger Of Peace 🇳🇬🇬🇧🏴󠁧󠁢󠁷󠁬󠁳󠁿,1720318406493143141,1,0,0,0,Gaza,"This is not AI. Half the brain gone from an explosion. Say a prayer, repost.
#AlJazeera #rufai #verydarkman #AbujaTwitterCommunity #Somaliland #Gaza #FortniteOG #呪術廻戦 #Ciaran #EFCC #Wike #TikTok #Titans #Tinubu #TinubuFBIFiles",2023-11-03T05:54:00.000Z,@ejykegeneral,False,"This is not AI. Half the brain gone from an explosion. Say a prayer, repost.
#AlJazeera #rufai #verydarkman #AbujaTwitterCommunity #Somaliland #Gaza #FortniteOG #International #Ciaran #EFCC #Wike #TikTok #Titans #Tinubu #TinubuFBIFiles"
3642,UNRWA,1720160265826656285,1263,79,157,803,Gaza,"Our colleague Mai was killed in #Gaza yesterday

Diagnosed with muscular dystrophy, Mai lost the ability to walk aged 12. She never allowed health challenges to deter her achievements & scored 98% in tawjihi examination then became a Front-end web Developer

May she rest in power",2023-11-02T19:25:00.000Z,@UNRWA,False,"Our colleague Mai was killed in #Gaza yesterday

Diagnosed with muscular dystrophy, Mai lost the ability to walk aged 12. She never allowed health challenges to deter her achievements & scored 98% in tawjihi examination then became a Front-end web Developer

May she rest in power"
3643,#1Indonesia,1720016353556623539,585,38,27,475,Gaza,"Steatment harapan dari Dr. Athef Kahloet Direktur RS Indonesia Gaza kepada Pemerintah Indonesia 

Mereka meminta agar pemerintah Indonesiq dapat menekan pemerintahan negara-negara Eropa & Amerika agar menghentikan peperangan dan memberikan jaminan keamanan terhadap bantuan & bbm yang masuk ke Jalur Gaza

Mereka memohon agar pemerintah Indonesia agar menghubungi Mesir & Jordan & negara-negara yang berbatasan dengan Palestina & Gaza

Agar membantu memudahkan masuknya bantuan-bantuan khususnya kesehatan, khafilah tenaga dokter, kemudian obat-obatan, dsb ke dalam Jalur Gaza

Gaza saat ini membutuhkan segala sesuatu, membutuhkan oksigen, membutuhkan air, membutuhkan listrik, Gaza saat ini sudah hancur lebur

#mercindonesia #gaza #palestina #rsindonesia #freepalestina #twitterdoyourmagic",2023-11-02T09:53:00.000Z,@mercindonesia,True,"Statement of hope from Dr. Athef Kahloet Director of Indonesian Hospital Gaza to the Indonesian Government

They asked the Indonesian government to pressure European and American governments to stop the war and provide security guarantees for aid and fuel entering the Gaza Strip.

They asked the Indonesian government to contact Egypt & Jordan & countries bordering Palestine & Gaza

To help facilitate the entry of aid, especially health, a caravan of doctors, then medicines, etc. into the Gaza Strip

Gaza currently needs everything, it needs oxygen, it needs water, it needs electricity, Gaza is currently completely destroyed

#mercindonesia #gaza #palestina #rsindonesia #freepalestina #twitterdoyourmagic"
3644,Ashok Kumar Sethy,1720318443982143586,0,0,0,0,Israel,"Ek jihadi pakistan se ake kiya , court case hua Bharat main. Khel na hai too khelo nehin too samarpit nehin khud Jake Israel se ladho. 5000 km dur se Bharat se chilla ne se Israel chodne wala nehin, our zoor se pelega. Jitna tera hight hai ush se bada Israel ka hathiyar hai",2023-11-03T05:54:00.000Z,@AshokKu03342459,False,"A Jihadi was kidnapped from Pakistan, a court case was made in India. I don't play too much, I don't surrender myself to Israel. Israel will not stop shouting from 5000 km away from India, it will fight with our might. The greater is its height, the greater is Israel's weapon."
3645,Lord Bebo,1720164533262487711,1554,38,117,331,Israel,🇵🇸🇮🇱🚨‼️ Gazan citizens are enjoying their breakfast today in the morning while rockets fly towards Israel!,2023-11-02T19:42:00.000Z,@MyLordBebo,True,🇵🇸🇮🇱🚨‼️ Gazan citizens are enjoying their breakfast today in the morning while rockets fly towards Israel!
3646,Naikz,1720318443608580501,0,0,0,0,Israel,"Pas besoin de documents Wikileaks, tout le monde connaît leur intention, il y a que Israël et les gens de mauvaise foi qui ne le reconnaîtront pas",2023-11-03T05:54:00.000Z,@Naikz6,False,"No need for Wikileaks documents, everyone knows their intention, only Israel and people in bad faith will not recognize it"
3647,"Francesca Albanese, UN Special Rapporteur oPt",1720234449105768774,542,11,46,331,Israel,"Action:
1. immediate ceasefire
2. humanitarian aid + humanitarian corridors to oPt, Israel (or Egypt based on preference)
3. release of hostages & persons arbitrarily deprived of their liberty
4. protective presence while ending occupation/disarming armed groups
5. accountability",2023-11-03T00:20:00.000Z,@FranceskAlbs,False,"Action:
1. immediate ceasefire
2. humanitarian aid + humanitarian corridors to oPt, Israel (or Egypt based on preference)
3. release of hostages & persons arbitrarily deprived of their liberty
4. protective presence while ending occupation/disarming armed groups
5. accountability"
3648,Jackson Hinkle 🇺🇸,1719497824000213316,89868,704,3133,16920,Israel,"🚨🇮🇱🇾🇪 Yemen has successfully launched MISSILES at EILAT, ISRAEL",2023-10-31T23:33:00.000Z,@jacksonhinklle,True,"🚨🇮🇱🇾🇪 Yemen has successfully launched MISSILES at EILAT, ISRAEL"
3649,Vandana T.SH 🇺🇸🇮🇳,1719808523008201037,878,38,41,650,Palestine,"*Call to kill Hindus in Palestine..* Palestinian leaders call to kill Hindus.

 Even more shameless Congress stands with Palestine.

Jordan through them out.These jihadi's asking  Pakistan to kill Hindus. 

These unfaithful, ungreatful, scum people on the earth, whom we gave shelter in India, in 80's and 90's. Are showing their true colours.

Never give these Snakes shelter, let them be from any country.",2023-11-01T20:07:00.000Z,@VanShar1,True,"*Call to kill Hindus in Palestine..* Palestinian leaders call to kill Hindus.

 Even more shameless Congress stands with Palestine.

Jordan through them out.These jihadi's asking  Pakistan to kill Hindus. 

These unfaithful, ungreatful, scum people on the earth, whom we gave shelter in India, in 80's and 90's. Are showing their true colours.

Never give these Snakes shelter, let them be from any country."
3650,hahahahyunie🍭,1720107427813896354,707,124,40,155,Palestine,knp coba han bilang cut cut cut terus? soalnya lino liat ke arah bokki terus padahal lawan main nya ayen🤡,2023-11-02T15:55:00.000Z,@cchynjiyaa,False,Why do you keep saying cut cut cut? because Lino keeps looking at Bokki even though his opponent is playing 🤡
3651,lane/chara ☀️ 🇵🇸,1720224119369650368,28,0,2,7,Palestine,"we have the names of every identified individual who has been martyred in palestine since october 7th and still people will claim the numbers are a ""hamas lie."" unforgivable acts of genocide denial.",2023-11-02T23:39:00.000Z,@itz_sunfallz,False,"we have the names of every identified individual who has been martyred in palestine since october 7th and still people will claim the numbers are a ""hamas lie."" unforgivable acts of genocide denial."
3652,¿Por qué es Tendencia?,1719468628620230822,3430,35,92,84,Israel,"""Bolivia"": 
Porque anunciaron el rompimiento de sus relaciones diplomáticas con Israel.",2023-10-31T21:37:00.000Z,@porktendencia,True,"""Bolivia"":
Because they announced the breaking of their diplomatic relations with Israel."
3653,sher,1720318441595310106,0,0,0,0,Israel,"Hey @JoeBiden see this 
@IDF Is a TERRORIST 
@Israel TERRORIST State",2023-11-03T05:54:00.000Z,@sher123455,True,"Hey @JoeBiden see this 
@IDF Is a TERRORIST 
@Israel TERRORIST State"
3654,CSG,1720318441561919706,0,0,0,0,Israel,@unimelb has long been anti Israel and recently aligned with nazis so.. not surprised.,2023-11-03T05:54:00.000Z,@MrCSG75,False,@unimelb has long been anti Israel and recently aligned with nazis so.. not surprised.
3655,Remi Kanazi,1720146831294771288,1165,8,17,734,Israel,"Israel has now killed more than 9,000 Palestinians, including 3,760 children

Israel has injured more than 32,000 Palestinians 

More than 2,000 Palestinians remain trapped under the rubble or missing

More than a million Palestinians have been displaced 

This is genocide",2023-11-02T18:32:00.000Z,@Remroum,False,"Israel has now killed more than 9,000 Palestinians, including 3,760 children

Israel has injured more than 32,000 Palestinians 

More than 2,000 Palestinians remain trapped under the rubble or missing

More than a million Palestinians have been displaced 

This is genocide"
3656,Sαყσɳαɾα🔰🕊️,1720318441217753100,0,0,0,0,Israel,"Ah, toma vergonha na cara. 

Israel está se defendendo dos ataques terroristas dos palestinos",2023-11-03T05:54:00.000Z,@Sayobernardino,False,"Ah, shame on you.

Israel is defending itself from terrorist attacks by Palestinians"
3657,State of Palestine - MFA 🇵🇸🇵🇸,1718691775567544525,157,5,8,99,Palestine,"#Gaza_under_attack
#Palestine
#Israeliwarcrimes",2023-10-29T18:10:00.000Z,@pmofa,True,"#Gaza_under_attack
#Palestine
#Israeliwarcrimes"
3658,shoto,1718719023003660309,423,37,1,452,Palestine,a thread on some of the best resources ive found to help Palestine 🇵🇸 + any safety tips (likely to update),2023-10-29T19:58:00.000Z,@realshoto_,True,a thread on some of the best resources ive found to help Palestine 🇵🇸 + any safety tips (likely to update)
3659,Lauren Jauregui,1720175828531839185,74115,101,461,23369,Palestine,I can’t even…conceptualize…that we’re just watching this….,2023-11-02T20:27:00.000Z,@LaurenJauregui,True,I can’t even…conceptualize…that we’re just watching this….
3660,AntiNazi,1720318440320409862,0,0,0,0,Israel,"It’s most of the time always been that way which will have full of Zionist agenda and propaganda of world order,Clows yellow journalism whatever comes out of NY,DC,LA,SF,Tx,UK,Eu,Israel of one world order!",2023-11-03T05:54:00.000Z,@NerdAIrss,False,"It’s most of the time always been that way which will have full of Zionist agenda and propaganda of world order,Clows yellow journalism whatever comes out of NY,DC,LA,SF,Tx,UK,Eu,Israel of one world order!"
3661,Avi Kaner ابراهيم אבי,1720188969332195400,403,3,7,74,Israel,Women across Israel 🇮🇱 have been baking challahs for the soldiers defending their nation. Heartfelt handwritten notes express their deep appreciation. #StrongerTogether @IDF,2023-11-02T21:19:00.000Z,@AviKaner,True,Women across Israel 🇮🇱 have been baking challahs for the soldiers defending their nation. Heartfelt handwritten notes express their deep appreciation. #StrongerTogether @IDF
3662,Selina Beety,1720318439607169070,0,0,0,0,Israel,"You may recall that the IRA also lived among the people, in private family homes and had military discussion in civil buildings. Good job they were fighting the English and not Israel isn’t it, Belfast would look quite different today",2023-11-03T05:54:00.000Z,@SelinaBeety,False,"You may recall that the IRA also lived among the people, in private family homes and had military discussion in civil buildings. Good job they were fighting the English and not Israel isn’t it, Belfast would look quite different today"
