fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified
Chay Bowes,1720178845163180393,3306,77,121,2409,Hamas,"In October 2022 I highlighted the routine brutality faced by innocent Palestinians on a daily basis. 

This is the reality long before the Hamas attack on Israel. This conflict didn't start on Oct 07 2023",2023-11-02T20:39:00.000Z,@BowesChay,TRUE
cholil nafis,1720088202575499264,1800,30,162,682,Hamas,"Saya tuhh tak paham klo ada orang Indonesia yg membela Israel, bahkan seperti memaklumi adanya pembantaian, penjajahan ke Palestina. Alasannya krn Hamas yg menyerang. Coba baca, siapa yg  pertama menyerang dan mencaplok Palestina, terus sekarang sdh lebih dari 8000 yg dibunuh?",2023-11-02T14:39:00.000Z,@cholilnafis,FALSE
Yasujiro Oficial,1720027495083225236,2841,55,52,1562,Hamas,Mujer palestina llorando en Gaza: “Todo esto es culpa de los perros de Hamás”. Rápidamente le tapan la boca.,2023-11-02T10:38:00.000Z,@YasujiroOficial,TRUE
۟,1719872237346456056,63672,188,87,19322,Hamas,"this is why i never bought into that “condemn hamas” shit because how do you expect a child to live through this, grow up, and choose peace",2023-11-02T00:21:00.000Z,@fendimogul,FALSE
michelle-l,1720318657069523012,0,0,0,0,Hamas,Are reservists in kibutz armed w stockpile of munitions to guard against Hamas?  Women handle weapons too I understand. How many of them are genuine non combatants?  You tell me I would believe.,2023-11-03T05:55:00.000Z,@recherchertemps,FALSE
Eminent Intellectual,1720314827707646239,89,1,3,28,Hamas,🤔.   #Israel #Palestine #Hamas,2023-11-03T05:39:00.000Z,@total_woke_,TRUE
Sprinter,1720019570998554805,12310,132,347,2277,Palestine,North Korea will begin arming Palestine and Iran-backed Axis militias - Wall Street Journal,2023-11-02T10:06:00.000Z,@Sprinter99800,TRUE
🇵🇸چـِــــــــــــــــــبرﯧْڵ”™,1720318692016148851,0,0,0,0,Palestine,"Let every Zionist hear the Al-Aqsa flood continue until the last settler occupying the land of Palestine departs
#ISRAEL_IS_A_TERRORIST",2023-11-03T05:55:00.000Z,@ALJBALI_J,FALSE
Xync (Commission Open! -3/5-),1719312657067741454,6450,3,7,4017,Palestine,"From the river to the sea
Palestine will be free

#FreePalestine #FreePalenstine #CeaseFireInGaza #CeasefireNOW",2023-10-31T11:17:00.000Z,@xync_zachrome,FALSE
Ritchie Torres,1720061931451461862,4407,72,569,1204,Palestine,"BDS claims that Anti-Zionism has nothing to do with Antisemitism.  

Vandalizing the Shorenstein Aleichem Cultural Center in the Bronx with the words ‘Free Palestine’ is not only Anti-Zionist. It’s antisemitic. 

Celebrating the mass murder of Jews  (“resistance); calling for the mass murder of Jews (“globalize the intifada”); committing mass murder against Jews (October 7)…

All of these are not only Anti-Zionist.  They’re Antisemitic.",2023-11-02T12:54:00.000Z,@RitchieTorres,TRUE
Lauren Jauregui,1720257619204686176,4369,12,43,1622,Palestine,Hypocrites. You just agreed to send $14.3 billion more in aid.,2023-11-03T01:52:00.000Z,@LaurenJauregui,TRUE
steven ❀,1720235732605014088,1182,0,16,65,Palestine,"Girl, just delete Instagram and actually take a break. All we wanted you to do was use your platform to spread awareness for Palestine, but now you gotta play the victim card for the 30th time of the year…",2023-11-03T00:25:00.000Z,@arianaunext,TRUE
Jackson Hinkle 🇺🇸,1719695591343530371,39939,530,1685,9252,Israel,🚨🇾🇪🇮🇱 Yemen has launched its first BALLISTIC MISSILE strike on ISRAEL.,2023-11-01T12:39:00.000Z,@jacksonhinklle,TRUE
𝙾𝙼𝙹 ℂ𝕖𝕟𝕥𝕒𝕟𝕘ℙ𝕦𝕥𝕚𝕙,1720080635740754103,1164,9,22,600,Israel,"Masjid Deir Sharaf 
👉menyerukan ( Jihad ) Agar warga dan penduduk desa untuk keluar rumah menghadapi serangan Penjajah Zionis Israel 

AllahuAkbar",2023-11-02T14:09:00.000Z,@OmJ_JeNggot,FALSE
(((Rachel))),1720264444121387308,35,1,2,14,Israel,"Israel saved his life (treated him for a brain tumor); he in turn orchestrating the Oct 7 massacre. 

The US “Squad” wants to keep sending millions to the Palestinians (that will end up in Sinwar’s pockets) but don’t want to continue aid to Israel. 

This is Sinwar (attached).",2023-11-03T02:19:00.000Z,@AmIsraelChai_,FALSE
Dr. Eli David,1720175572423197166,3171,25,445,764,Israel,"“Israel 🇮🇱 is the greatest obstacle to world peace”

Sure, because of Israel right now Muslims kill Muslims in:

🇦🇫 Afghanistan
🇩🇿 Algeria
🇪🇷 Eritrea
🇮🇶 Iraq
🇱🇾 Libya
🇲🇱 Mali
🇲🇷 Mauritania
🇳🇪 Niger
🇳🇬 Nigeria
🇸🇴 Somalia
🇸🇩 Sudan
🇸🇾 Syria
🇹🇳 Tunisia
🇾🇪 Yemen",2023-11-02T20:26:00.000Z,@DrEliDavid,TRUE
Zoé Sagan,1720186799132229791,853,16,80,372,Israel,"Les échecs répétés d’@EmmanuelMacron dans la diplomatie internationale (visite chez Poutine ratée, rappelez-vous, il était au bout d’une table, puis le fait que les français perdent de l’influence en Afrique sur 3 millions de km², sans parler de la visite en Israël avec des discours changeants et variables) ont fait réfléchir les hommes de l’ombre.

Ceux qui, dans les cabinets occultes ou les cabinets de conseil, pensent et élaborent les stratégies de communication. Car oui, avec Macron, on pense Communication only et pas intérêt des Français. Contrairement à ce qu’il se passe ici. Alors que faire pour enrayer cette perte de position ? Tout est permis et, comme au billard, des stratégies à plusieurs bandes. 

Souvenez-vous le 5 septembre 2023, le tribunal de Créteil refusait la requête d’une association qui voulait permettre au fondateur de WikiLeaks Julian Assange de demander l’asile « politique » en France, pays des supposées libertés. 

Cette décision très politique était d’ailleurs faite à Créteil, étrange, Valls n’est pas très loin et cela donnait certaines idées. Il ne faudrait pas que Valls, pour relancer sa carrière politique, ait joué des relations pour inciter la justice à se prononcer contre cette requête. Smiley clin d’œil. 

Mais les penseurs de Macron ont été plus rapides et lui ont suggéré, devant ses échecs à répétition en diplomatie, de jouer une dernière carte : sauver Assange pour sortir comme le héros. 

C’est une de ses dernières chances pour ne pas passer pour un censeur autocratique. Il est apparemment extrêmement jaloux d’@elonmusk comme Bernard Arnault qui, dans l’intimité, dit ne pas comprendre pourquoi il n’est pas aimé autant qu’Elon, étant aussi riche. 

@EmmanuelMacron lui a compris le coup à jouer. Il a envoyé Cédric Villani, en mauvaise position, aussi suite à la non-publication du rapport définitif sur les effets secondaires de la vaccination (on en reparlera). Donc Villani est mandaté en urgence pour faire le boulot pour lui. 

Comme il est tenu par le système, il n’avait pas le choix d’exécuter. Macron pense désormais être certain de se refaire une virginité en soutenant Assange. C’est sa dernière cartouche. 

Surtout avant le lâché de dossiers issus des tweeters files à la française et du carton de Donald Trump concernant le désormais célèbre détournement de mineurs, qui a eu lieu il y a plus de trente ans à Amiens.",2023-11-02T21:11:00.000Z,@zoesagan,TRUE
OSINTdefender,1720121590636036607,1531,9,113,268,Israel,"The Israel Defense Force announced today that they consider everything going on in Southern Lebanon to be the Responsibility of Hezbollah; thus in Response to the Rocket Attacks today on Northern Israel, the IDF have launched an Air Operation against Hezbollah Positions having reportedly Destroyed a number of Command Centers, Operations Bases, Munitions Depots, and other Infrastructure Targets in Southern Lebanon.",2023-11-02T16:52:00.000Z,@sentdefender,TRUE
Alan MacLeod,1720203421783916642,10356,257,298,3020,Israel,"Breaking: The United Nations just voted 187-2 for a resolution demanding the end to ""the economic, commercial and financial embargo imposed by the United States of America against Cuba 🇨🇺"".

Voting against: 

🇺🇸USA
🇮🇱Israel

Abstaining:

🇺🇦 Ukraine",2023-11-02T22:17:00.000Z,@AlanRMacLeod,TRUE
Ryan Grim,1720256004938469644,7338,19,102,2029,Israel,Israel bombing the remaining survivors in the same refugee camp for a third straight day is sending a message to the international community,2023-11-03T01:46:00.000Z,@ryangrim,TRUE
0x_kais,1720318714539540892,0,0,0,0,Israel,"Ebrahim, I’d love your opinion on 

- Why the is UAE stance against Israel non-existent? 

As a developed Arab and Muslim nation their say carries immense weight and influence in such a conflict? 

- Jordan and Saudi Arabia seem to be cuddling up to the US and Israel. They’ve already installed surface-air missiles to intercept attacks on Israel. 

Would their stance change if a regional war breaks out? Those 3 counties are trivial for the Palestinian cause and play a strategic geo role in a regional war with their Arab brothers. 

What is your opinion if we as Arabs are pushed into the corner to make a decision?",2023-11-03T05:55:00.000Z,@0x_kais,TRUE
Ron Hughes رون هيوز,1720030569797452129,14878,208,265,7667,Hamas,"●  Israel was formed in 1948
 ○  PLO was formed in 1964

●  Israel occupied & annexed Gaza & West Bank in 1967
○  Hamas was formed in 1987

●  Israel invaded Lebanon in 1978
○  Hizbollah was formed in 1982
 
●  Israel is the problem 
○  Educate yourself

thx @ShehabiFares",2023-11-02T10:50:00.000Z,@wherepond,FALSE
Florian Philippot,1720139271783231781,814,11,95,317,Hamas,"Le ministre polonais des Affaires étrangères, Zbigniew Rau, vient de lancer sur son compte X un appel en faveur d’un cessez-le-feu entre #Israël et le #Hamas sur les réseaux sociaux !

La France doit avoir ce courage ! 

➡️ La guerre totale n’a jamais vaincu le terrorisme ; elle ne fait que le renforcer, en plus d’emporter avec elle des dizaines de milliers d’innocents, dont tant d’enfants, de faire prendre le risque d’un embrasement régional et mondial, et de démultiplier les flux migratoires vers l’Europe et la France ! 
À la fin, tout le monde perd !",2023-11-02T18:02:00.000Z,@f_philippot,TRUE
professional hog groomer,1720312499122352451,250,3,6,48,Hamas,"This week, Yemen and Algeria joined on the side of Palestine,

Iron Dome is running out of missiles,

Hamas are popping tanks like it’s CoD,

Hezbollah’s big announcement is in 8 hrs,

And a bulldozer demolishing Palestinian homes in the West Bank was just BBQ’d.",2023-11-03T05:30:00.000Z,@bidetmarxman,TRUE
Platinum Post,1720318652296110308,0,0,0,0,Hamas,"Germany announces total ban of Hamas activities
platinumpost.ng/2023/11/03/g…",2023-11-03T05:55:00.000Z,@PlatinumPostNg,FALSE
Akela Lacy,1719824099214573903,8,2,2,8,Hamas,"To be totally clear about what happened here: Mast introduced a resolution to prevent international financing of Hamas. The bill included an exemption to allow humanitarian aid to civilians in Gaza, supported by State & Treasury & in line w WH position theintercept.com/2023/11/01/…",2023-11-01T21:09:00.000Z,@akela_lacy,FALSE
Rett På 🎯,1720318652023550315,0,0,0,0,Hamas,Iran som finansierer og forsyner Hamas,2023-11-03T05:55:00.000Z,@segrov,FALSE
CNEWS,1720051928342626667,572,126,541,587,Hamas,«Nous devons éliminer ce pays» : le Hamas affirme qu'il répétera l'attaque du 7 octobre jusqu'à ce qu'Israël soit anéanti (vidéo) cnews.fr/monde/2023-11-02/no…,2023-11-02T12:15:00.000Z,@CNEWS,TRUE
Megh Updates 🚨™,1720054000744267923,3248,26,71,1429,Hamas,"Interviewer- Hamas has built 500km of tunnel network but No Bomb Shelters ?

Mousa Abu Marzouk, Senior Hamas leader- We have built tunnels to attack & save us from Air raids. As 75% of Gaza population is of refugees it is UN's responsibility to save them

Interview - 27.10.23",2023-11-02T12:23:00.000Z,@MeghUpdates,TRUE
Imhotep 𓂀,1720318651373375787,0,0,0,0,Hamas,"I hate Hamas too, heck I am an atheist 🤡
What does that have to do with Egypt refusing to permit Israel taking the land on OUR expense?",2023-11-03T05:55:00.000Z,@imhotep_ra35935,FALSE
WCPO 9,1720318651251765339,0,0,0,0,Hamas,What we know about a secret Israeli unit targeting Hamas terrorists wcpo.com/what-we-know-about-…,2023-11-03T05:55:00.000Z,@WCPO,FALSE
Gandalf (Real Patriot),1720318651104891174,0,0,0,0,Hamas,"If you know war then you must know that those attacks were to make blind and deaf the eyes and ears of the Israelis and the US. Hamas and Hezbollah have been probing the Israelis and US air defences for their weaknesses,  of which there are a few. These have been successfull recce attacks where the israelli and US recce attacks totally failed. The myth of the invincible IDF and the Israeli elite soldiers has been destroyed as has the reputations of the US marines and Delta force which have been deployed in the last week. Some of whom are POWs now. In desperation the israelis and the US will turn to chemical weapons which are considered to be WMDs under international law and banned.",2023-11-03T05:55:00.000Z,@PakPhoenixRises,FALSE
Yunus Paksoy,1719717989862257110,1655,51,266,446,Hamas,"ABD ve İsrail’in “Hamas’tan sonraki Gazze planı” ne?

Dışişleri Bakanı Blinken dün ABD’nin planını açıkladı

1- Hamas asla Gazze’yi yönetemez
2-İsrail de yönetmeyecek
3- Yönetim ve güvenlik Filistin yönetimine (Abbas) verilecek FAKAT…
4- Geçiş döneminde birkaç bölge ülkesi ve uluslararası kuruluşlarla barış gücü oluşturulup asayiş ve yönetim sağlanacak

Ayrıca dün Bloomberg’ün ek verdiği bilgilere göre çokuluslu bir gücün de (ABD askerleri dahil) Gazze’yi kontrol etmesi",2023-11-01T14:08:00.000Z,@yunuspaksoy,TRUE
